YEAR,Month,Day,Hour,irradiance,temperature,dewpoint,specific humidity,wind speed,Electric Load (MW)
2021,11,1,5,0,15.39,13.23,9.46,2.33,46.9493
2021,11,1,6,4.4,15.1,13.25,9.46,2.38,50.224
2021,11,1,7,196.46,17.47,13.55,9.64,3.36,58.3981
2021,11,1,8,381.62,20.04,14.01,9.95,2.73,56.3945
2021,11,1,9,528.48,24.1,14.38,10.19,1.58,57.8824
2021,11,1,10,743.25,28.8,12.46,9.03,1,58.6481
2021,11,1,11,803.22,31.11,11.57,8.54,1.28,57.8539
2021,11,1,12,799.21,32.1,11.35,8.42,1.51,53.9185
2021,11,1,13,719.9,32.53,11.29,8.42,1.77,56.4952
2021,11,1,14,568.8,32.46,11.26,8.42,2.18,58.4826
2021,11,1,15,368.38,31.79,11.81,8.73,2.46,62.204
2021,11,1,16,151.16,30.33,12.9,9.4,2.46,62.4052
2021,11,1,17,11.48,25.95,16.1,11.47,2.51,63.2645
2021,11,1,18,0,23.69,14.95,10.62,2.98,63.6992
2021,11,1,19,0,22.81,15,10.62,3.03,61.3307
2021,11,1,20,0,22.08,15.05,10.62,2.98,50.9635
2021,11,1,21,0,21.36,14.94,10.56,2.88,44.6027
2021,11,1,22,0,20.58,14.73,10.44,2.82,38.4943
2021,11,1,23,0,19.76,14.51,10.25,2.76,35.4675
2021,11,2,0,0,18.94,14.31,10.13,2.7,38.0879
2021,11,2,1,0,18.08,14.17,10.07,2.63,36.8453
2021,11,2,2,0,17.24,14.08,10.01,2.6,33.7005
2021,11,2,3,0,16.52,14.01,9.95,2.7,34.1085
2021,11,2,4,0,15.98,13.98,9.89,2.91,32.9142
2021,11,2,5,0,15.55,13.98,9.89,3.17,34.4352
2021,11,2,6,24.81,15.32,13.98,9.89,3.56,42.5237
2021,11,2,7,194.04,16.9,14.12,9.95,4.66,51.5871
2021,11,2,8,378.68,19.76,14.62,10.31,3.79,49.9914
2021,11,2,9,592.29,24.01,15.13,10.68,3.47,50.347
2021,11,2,10,725.98,28.33,13.72,9.77,4.03,53.7609
2021,11,2,11,791.06,30.72,12.59,9.09,4.28,57.5169
2021,11,2,12,782.64,31.81,12.2,8.85,4.41,55.0168
2021,11,2,13,702.67,32.29,11.92,8.73,4.55,55.8834
2021,11,2,14,555.65,32.12,11.87,8.73,4.44,58.4491
2021,11,2,15,358.09,31.3,12.34,8.97,4,58.0789
2021,11,2,16,144.52,29.64,13.58,9.77,3.2,56.9407
2021,11,2,17,10.8,25.48,15.81,11.23,2.53,61.5246
2021,11,2,18,0,23.48,14.57,10.31,2.73,69.9694
2021,11,2,19,0,22.64,14.33,10.13,2.7,65.2592
2021,11,2,20,0,21.8,14.08,9.95,2.77,61.9849
2021,11,2,21,0,21.01,13.83,9.83,2.9,60.3017
2021,11,2,22,0,20.29,13.62,9.64,2.94,48.5173
2021,11,2,23,0,19.58,13.4,9.52,2.9,43.364
2021,11,3,0,0,18.88,13.26,9.46,2.87,46.8828
2021,11,3,1,0,18.17,13.15,9.4,2.84,40.9763
2021,11,3,2,0,17.55,13.07,9.34,2.94,40.8432
2021,11,3,3,0,17.14,13.01,9.28,3.36,38.2282
2021,11,3,4,0,16.68,13.02,9.34,3.73,30.4072
2021,11,3,5,0,16.07,13.13,9.4,3.73,35.2228
2021,11,3,6,23.99,15.61,13.3,9.46,3.76,40.81
2021,11,3,7,187.73,17.01,13.59,9.64,4.75,51.4246
2021,11,3,8,400.99,19.71,14.13,10.01,3.83,46.1856
2021,11,3,9,589.2,23.84,14.69,10.38,3.51,47.8719
2021,11,3,10,723.31,28.1,13.54,9.64,3.92,50.7234
2021,11,3,11,783.3,30.34,12.36,8.97,3.84,49.5889
2021,11,3,12,661.21,31.31,11.68,8.61,3.68,55.8686
2021,11,3,13,708.53,31.75,11.01,8.24,3.58,56.0296
2021,11,3,14,562.23,31.67,10.46,8,3.43,51.2269
2021,11,3,15,363.62,30.98,10.48,8,3.23,58.7016
2021,11,3,16,147.91,29.4,11.48,8.54,2.7,56.9928
2021,11,3,17,10.66,25.06,14.37,10.25,2.48,54.3546
2021,11,3,18,0,22.83,12.87,9.28,2.89,64.0808
2021,11,3,19,0,21.76,12.62,9.09,3.03,61.3104
2021,11,3,20,0,20.89,12.42,8.97,3.08,56.2268
2021,11,3,21,0,20.15,12.19,8.85,3.09,49.4958
2021,11,3,22,0,19.48,11.91,8.67,3.06,44.7966
2021,11,3,23,0,18.83,11.6,8.48,3,43.9916
2021,11,4,0,0,18.18,11.27,8.3,2.94,42.9959
2021,11,4,1,0,17.54,10.99,8.12,2.89,37.1638
2021,11,4,2,0,16.9,10.78,8.06,2.89,36.35
2021,11,4,3,0,16.3,10.65,7.93,2.89,38.9925
2021,11,4,4,0,15.76,10.6,7.93,2.89,38.0245
2021,11,4,5,0,15.27,10.61,7.93,2.93,37.4798
2021,11,4,6,23.34,14.94,10.69,8,2.98,46.0031
2021,11,4,7,184.71,17.06,11.15,8.24,3.98,52.4358
2021,11,4,8,395.03,19.62,11.82,8.61,3.24,42.1183
2021,11,4,9,581.91,23.48,12.8,9.22,2.32,49.132
2021,11,4,10,714.1,28.58,10.94,8.18,3.04,49.3891
2021,11,4,11,777.2,30.94,9.64,7.45,3.53,50.1336
2021,11,4,12,777.65,31.85,9.18,7.26,3.6,48.285
2021,11,4,13,691.35,32.22,8.88,7.08,3.47,49.6446
2021,11,4,14,545.12,32.05,8.69,7.02,3.34,50.4227
2021,11,4,15,349.31,31.33,9.18,7.26,3.16,47.1014
2021,11,4,16,140.25,29.56,11.05,8.3,2.64,42.0405
2021,11,4,17,9.92,25.07,13.72,9.83,2.6,45.3813
2021,11,4,18,0,22.89,12.16,8.85,2.97,48.8531
2021,11,4,19,0,21.78,11.97,8.67,3.09,50.5358
2021,11,4,20,0,20.86,11.82,8.61,3.13,48.6462
2021,11,4,21,0,20.07,11.65,8.48,3.12,45.9113
2021,11,4,22,0,19.33,11.47,8.42,3.08,41.5069
2021,11,4,23,0,18.65,11.31,8.3,3.05,36.2127
2021,11,5,0,0,17.95,11.15,8.24,3.02,33.8621
2021,11,5,1,0,17.26,11.12,8.24,2.96,29.1078
2021,11,5,2,0,16.65,11.24,8.3,3.03,26.3372
2021,11,5,3,0,16.22,11.46,8.42,3.31,24.9678
2021,11,5,4,0,15.84,11.68,8.54,3.66,25.4576
2021,11,5,5,0,15.48,11.87,8.61,3.88,28.8882
2021,11,5,6,20.49,15.18,11.99,8.67,4.08,30.8729
2021,11,5,7,169.37,16.37,12.17,8.79,4.87,46.2974
2021,11,5,8,366.81,19.04,12.63,9.03,4,40.4574
2021,11,5,9,542.31,23.08,13.1,9.34,3.61,39.2785
2021,11,5,10,689.34,27.3,12.44,8.97,3.94,44.983
2021,11,5,11,711.9,30.31,11.2,8.3,3.93,43.6809
2021,11,5,12,678.09,31.57,10.9,8.12,3.8,42.6449
2021,11,5,13,585.48,32.12,10.66,8,3.83,45.1522
2021,11,5,14,466.13,32.02,10.55,8,3.86,44.9678
2021,11,5,15,288.99,31.25,11.08,8.3,3.66,45.6866
2021,11,5,16,116.69,29.33,13.33,9.64,2.84,48.0874
2021,11,5,17,9.41,25.3,14.87,10.56,2.72,49.2016
2021,11,5,18,0,23.41,13.87,9.89,3.03,53.4349
2021,11,5,19,0,22.56,13.76,9.83,3.07,53.9552
2021,11,5,20,0,21.73,13.62,9.7,3.07,53.4137
2021,11,5,21,0,20.92,13.38,9.52,3.03,51.928
2021,11,5,22,0,20.2,13.13,9.4,2.98,46.6491
2021,11,5,23,0,19.51,12.92,9.28,2.92,48.6394
2021,11,6,0,0,18.91,12.77,9.16,2.86,48.2211
2021,11,6,1,0,18.33,12.69,9.09,2.83,44.7719
2021,11,6,2,0,17.77,12.69,9.09,2.91,45.066
2021,11,6,3,0,17.29,12.73,9.16,3.1,42.4993
2021,11,6,4,0,16.86,12.75,9.16,3.3,44.2458
2021,11,6,5,0,16.4,12.77,9.16,3.39,44.0225
2021,11,6,6,17.52,16.12,12.81,9.22,3.5,50.3786
2021,11,6,7,132.73,17.39,12.98,9.28,4.44,58.3196
2021,11,6,8,293.79,19.45,13.32,9.52,3.6,53.9594
2021,11,6,9,441.23,22.6,13.85,9.83,2.91,52.6021
2021,11,6,10,600.8,26.26,13.29,9.52,3.25,55.136
2021,11,6,11,647.12,29.07,11.94,8.73,3.68,55.7632
2021,11,6,12,607.8,30.24,11.44,8.42,3.82,51.5144
2021,11,6,13,484.53,30.71,11.08,8.24,3.92,55.9172
2021,11,6,14,409.75,30.65,10.9,8.18,3.83,57.951
2021,11,6,15,233.91,29.99,11.24,8.36,3.44,57.577
2021,11,6,16,88.45,27.99,13.95,10.07,2.41,57.8501
2021,11,6,17,8.95,24.51,14.34,10.19,2.59,59.7866
2021,11,6,18,0,22.78,13.4,9.58,2.83,64.1589
2021,11,6,19,0,21.94,13.23,9.46,2.86,63.0129
2021,11,6,20,0,21.21,13.12,9.4,2.86,57.1138
2021,11,6,21,0,20.49,12.98,9.28,2.87,52.1036
2021,11,6,22,0,19.73,12.8,9.22,2.91,49.3839
2021,11,6,23,0,19.01,12.67,9.09,2.95,47.8359
2021,11,7,0,0,18.33,12.68,9.09,2.92,48.7208
2021,11,7,1,0,17.73,12.76,9.16,2.82,48.5626
2021,11,7,2,0,17.16,12.8,9.22,2.73,44.6116
2021,11,7,3,0,16.69,12.79,9.16,2.74,49.5846
2021,11,7,4,0,16.38,12.74,9.16,2.86,50.02
2021,11,7,5,0,16.12,12.69,9.09,3.07,50.9348
2021,11,7,6,17.57,15.9,12.69,9.09,3.2,57.5361
2021,11,7,7,142.71,17.55,12.9,9.22,4.29,63.9644
2021,11,7,8,325.2,20.01,13.4,9.52,3.63,63.4726
2021,11,7,9,502.33,24.05,14,9.95,3.26,62.0113
2021,11,7,10,625.06,28.65,12.7,9.16,4.48,63.7629
2021,11,7,11,693.15,30.4,12.52,9.03,4.57,61.2536
2021,11,7,12,749,31.47,12.45,9.03,4.59,62.0689
2021,11,7,13,664.32,31.92,12.46,9.03,4.67,63.8056
2021,11,7,14,519.35,31.9,12.48,9.09,4.65,57.3843
2021,11,7,15,327.91,31.17,12.76,9.28,4.41,57.4383
2021,11,7,16,126.74,29.38,14.59,10.44,3.48,55.7452
2021,11,7,17,8.5,25.44,15.73,11.17,2.77,64.296
2021,11,7,18,0,23.51,15.15,10.74,3,66.4846
2021,11,7,19,0,22.69,15.13,10.74,2.98,64.3737
2021,11,7,20,0,21.94,15.05,10.68,2.93,62.126
2021,11,7,21,0,21.18,14.9,10.56,2.9,60.7846
2021,11,7,22,0,20.51,14.8,10.5,2.84,56.0104
2021,11,7,23,0,19.8,14.7,10.44,2.82,57.141
2021,11,8,0,0,19.11,14.56,10.31,2.83,57.633
2021,11,8,1,0,18.5,14.43,10.25,2.82,58.8544
2021,11,8,2,0,18.08,14.31,10.13,2.87,55.1346
2021,11,8,3,0,17.78,14.18,10.07,3.07,48.9743
2021,11,8,4,0,17.5,14.01,9.95,3.39,48.3397
2021,11,8,5,0,17.2,13.87,9.89,3.76,47.9192
2021,11,8,6,17.91,16.86,13.75,9.77,3.99,53.6369
2021,11,8,7,143.14,17.94,13.76,9.77,4.81,62.9127
2021,11,8,8,325.45,20.33,14.05,9.95,3.83,57.7432
2021,11,8,9,509.52,24.19,14.4,10.19,3.48,60.5699
2021,11,8,10,625.87,28.21,13.58,9.7,4.35,62.8064
2021,11,8,11,708.93,30.55,12.63,9.09,4.71,61.4203
2021,11,8,12,764.54,31.83,12.01,8.73,4.88,58.3157
2021,11,8,13,682.26,32.48,11.51,8.48,4.99,66.239
2021,11,8,14,538.91,32.44,11.23,8.3,4.99,61.9138
2021,11,8,15,335.05,31.68,11.5,8.48,4.7,61.0924
2021,11,8,16,125.2,29.69,13.8,9.95,3.41,60.5069
2021,11,8,17,8.7,25.49,14.73,10.44,2.96,62.3161
2021,11,8,18,0,23.55,14.05,10.01,3.21,63.0523
2021,11,8,19,0,22.69,14.01,9.95,3.21,106.5007
2021,11,8,20,0,21.92,13.96,9.89,3.16,90.9074
2021,11,8,21,0,21.2,13.86,9.83,3.1,55.3676
2021,11,8,22,0,20.51,13.77,9.77,3.03,48.1543
2021,11,8,23,0,19.83,13.76,9.77,2.94,48.2584
2021,11,9,0,0,19.14,13.8,9.77,2.82,49.1987
2021,11,9,1,0,18.45,13.88,9.83,2.7,46.3673
2021,11,9,2,0,17.83,13.94,9.89,2.61,43.8507
2021,11,9,3,0,17.28,13.98,9.89,2.61,45.1606
2021,11,9,4,0,16.82,14,9.89,2.68,43.1391
2021,11,9,5,0,16.44,14,9.89,2.84,39.8859
2021,11,9,6,18.39,16.19,13.95,9.89,3.06,44.2459
2021,11,9,7,163.44,17.98,13.99,9.89,4.31,52.4931
2021,11,9,8,359.27,20.59,14.23,10.07,3.4,48.0018
2021,11,9,9,539.87,24.58,14.19,10.01,2.7,52.3605
2021,11,9,10,669.97,28.92,12.53,9.03,2.98,43.508
2021,11,9,11,737.17,31.5,11.38,8.36,3.41,36.0493
2021,11,9,12,761.38,32.72,11.04,8.18,3.71,33.6273
2021,11,9,13,681.11,33.26,10.76,8.06,3.96,37.6511
2021,11,9,14,537.77,33.13,10.62,8,4.06,33.8975
2021,11,9,15,342.36,32.31,11.1,8.24,3.89,27.5671
2021,11,9,16,132.29,30.37,13.32,9.64,2.96,29.9393
2021,11,9,17,8.34,25.96,14.93,10.56,2.75,40.4435
2021,11,9,18,0,23.94,13.99,9.95,3.04,41.2565
2021,11,9,19,0,23.02,13.95,9.89,3.05,39.9337
2021,11,9,20,0,22.24,13.94,9.89,2.98,38.3655
2021,11,9,21,0,21.5,13.87,9.83,2.88,40.4566
2021,11,9,22,0,20.76,13.8,9.77,2.74,35.6664
2021,11,9,23,0,20.04,13.81,9.77,2.58,36.9887
2021,11,10,0,0,19.3,13.88,9.83,2.49,31.9162
2021,11,10,1,0,18.58,13.93,9.89,2.48,30.2396
2021,11,10,2,0,17.93,13.94,9.89,2.53,28.8159
2021,11,10,3,0,17.4,13.95,9.89,2.64,32.3093
2021,11,10,4,0,16.96,13.9,9.83,2.76,29.3959
2021,11,10,5,0,16.55,13.8,9.77,2.91,27.3064
2021,11,10,6,18.13,16.21,13.64,9.7,3.09,34.6011
2021,11,10,7,154.3,17.83,13.55,9.64,4.32,45.0385
2021,11,10,8,344.27,20.38,13.71,9.7,3.45,43.5065
2021,11,10,9,530.59,24.43,13.73,9.77,2.91,49.3601
2021,11,10,10,680.17,28.67,12.26,8.85,3.31,41.8693
2021,11,10,11,733.44,31.07,11.15,8.24,3.73,37.8262
2021,11,10,12,729.43,32.25,10.73,8,3.97,37.8262
2021,11,10,13,649.5,32.8,10.53,7.93,3.99,37.8262
2021,11,10,14,502.5,32.69,10.48,7.93,3.83,37.8262
2021,11,10,15,330.42,31.94,10.9,8.18,3.48,37.8262
2021,11,10,16,124.75,30.13,12.97,9.4,2.57,37.8262
2021,11,10,17,7.92,25.9,14.77,10.5,2.49,45.5407
2021,11,10,18,0,23.94,13.57,9.7,2.79,45.4542
2021,11,10,19,0,22.89,13.4,9.58,2.94,40.1401
2021,11,10,20,0,22.02,13.27,9.46,3,43.9243
2021,11,10,21,0,21.23,13.18,9.4,2.98,43.3404
2021,11,10,22,0,20.48,13.09,9.34,2.95,37.7864
2021,11,10,23,0,19.73,13.08,9.34,2.85,35.0889
2021,11,11,0,0,18.92,13.12,9.4,2.68,34.7648
2021,11,11,1,0,18.16,13.18,9.4,2.49,31.187
2021,11,11,2,0,17.46,13.2,9.4,2.41,31.9924
2021,11,11,3,0,16.83,13.24,9.46,2.46,31.689
2021,11,11,4,0,16.3,13.22,9.46,2.54,29.4751
2021,11,11,5,0,15.84,13.06,9.34,2.63,31.3991
2021,11,11,6,18.14,15.51,12.75,9.16,2.74,34.9737
2021,11,11,7,172.73,17.31,12.48,8.97,4.01,52.9181
2021,11,11,8,383.59,19.76,12.51,8.97,3.34,48.3116
2021,11,11,9,567.98,23.68,12.51,8.97,2.53,47.993
2021,11,11,10,699.25,28.08,10.8,8.06,2.58,52.0249
2021,11,11,11,767.66,30.94,9.23,7.26,2.93,53.6485
2021,11,11,12,758.78,32.02,8.74,7.02,3.18,57.9508
2021,11,11,13,678.18,32.54,8.2,6.77,3.33,55.2788
2021,11,11,14,535.41,32.44,7.87,6.65,3.34,53.4694
2021,11,11,15,341.21,31.74,8.15,6.77,3.11,54.2624
2021,11,11,16,129.92,29.85,10.95,8.24,2.29,55.4765
2021,11,11,17,7.9,25.65,12.82,9.28,2.35,51.5957
2021,11,11,18,0,23.53,11.41,8.42,2.72,51.2645
2021,11,11,19,0,22.22,11.33,8.36,2.98,52.1193
2021,11,11,20,0,21.19,11.33,8.36,3.1,50.4275
2021,11,11,21,0,20.32,11.37,8.36,3.09,48.8667
2021,11,11,22,0,19.49,11.32,8.3,3.02,36.5142
2021,11,11,23,0,18.71,11.27,8.3,2.88,28.7538
2021,11,12,0,0,17.94,11.26,8.3,2.71,28.7073
2021,11,12,1,0,17.18,11.39,8.36,2.59,31.4357
2021,11,12,2,0,16.5,11.55,8.42,2.56,30.4843
2021,11,12,3,0,15.95,11.69,8.54,2.63,37.646
2021,11,12,4,0,15.55,11.78,8.54,2.79,34.0209
2021,11,12,5,0,15.32,11.8,8.61,3,37.7419
2021,11,12,6,16.03,15.19,11.78,8.54,3.23,47.4702
2021,11,12,7,145.47,16.55,11.87,8.61,4.32,57.5955
2021,11,12,8,328.3,18.83,12.11,8.73,3.66,46.6594
2021,11,12,9,501.92,22.52,12.19,8.79,3.11,49.3422
2021,11,12,10,637.57,26.58,11.07,8.18,3.23,68.7571
2021,11,12,11,675.52,29.55,9.58,7.39,3.46,67.1669
2021,11,12,12,658.43,30.8,9.01,7.14,3.88,65.2694
2021,11,12,13,585.77,31.39,8.55,6.96,4.31,67.975
2021,11,12,14,452.61,31.38,8.23,6.77,4.48,58.0667
2021,11,12,15,273.3,30.76,8.73,7.02,4.17,64.5999
2021,11,12,16,98.32,28.51,12.05,8.85,2.74,65.1387
2021,11,12,17,6.8,24.3,12.23,8.85,2.95,62.3973
2021,11,12,18,0,22.45,11.26,8.3,3.21,50.8685
2021,11,12,19,0,21.51,11.14,8.24,3.26,47.9169
2021,11,12,20,0,20.71,11.15,8.24,3.28,46.6862
2021,11,12,21,0,19.97,11.2,8.24,3.26,47.7674
2021,11,12,22,0,19.24,11.25,8.3,3.21,39.0154
2021,11,12,23,0,18.5,11.29,8.3,3.16,41.8742
2021,11,13,0,0,17.73,11.34,8.36,3.12,42.8043
2021,11,13,1,0,16.92,11.47,8.42,3.03,41.3341
2021,11,13,2,0,16.17,11.61,8.48,3.03,39.1708
2021,11,13,3,0,15.61,11.7,8.54,3.2,38.9664
2021,11,13,4,0,15.11,11.7,8.54,3.38,40.3423
2021,11,13,5,0,14.67,11.65,8.48,3.57,39.9785
2021,11,13,6,14,14.31,11.54,8.42,3.77,48.9679
2021,11,13,7,130.04,15.46,11.42,8.36,4.71,57.3057
2021,11,13,8,306.12,18.09,11.48,8.36,4,47.6655
2021,11,13,9,482.84,22.19,11.38,8.36,3.69,52.5504
2021,11,13,10,612.2,26.37,9.84,7.57,4.99,59.9669
2021,11,13,11,677.04,29.23,8.1,6.71,5.79,60.4795
2021,11,13,12,608.4,30.5,7.62,6.47,5.6,62.9478
2021,11,13,13,534.45,31.15,7.3,6.35,5.22,60.3988
2021,11,13,14,399.84,31.47,7.08,6.29,4.89,58.2061
2021,11,13,15,234.95,30.78,7.62,6.53,4.41,58.6702
2021,11,13,16,82.79,28.29,11.13,8.36,2.88,53.1288
2021,11,13,17,6.18,23.76,11.26,8.3,3.04,49.767
2021,11,13,18,0,21.87,10.23,7.75,3.29,52.3673
2021,11,13,19,0,20.96,10.02,7.63,3.35,57.4418
2021,11,13,20,0,20.22,10.03,7.63,3.39,45.8816
2021,11,13,21,0,19.57,10.23,7.75,3.43,38.9896
2021,11,13,22,0,18.93,10.58,7.93,3.48,33.6039
2021,11,13,23,0,18.25,10.96,8.12,3.52,35.5066
2021,11,14,0,0,17.52,11.3,8.3,3.53,39.4353
2021,11,14,1,0,16.76,11.48,8.42,3.51,36.979
2021,11,14,2,0,16.15,11.54,8.48,3.64,37.085
2021,11,14,3,0,15.62,11.5,8.42,3.8,33.5045
2021,11,14,4,0,15.05,11.4,8.36,3.8,31.986
2021,11,14,5,0,14.51,11.26,8.3,3.84,42.6468
2021,11,14,6,11.37,14.05,11.13,8.24,3.95,47.7061
2021,11,14,7,103.66,14.87,10.99,8.12,4.72,56.6666
2021,11,14,8,260.08,17.12,10.96,8.12,4.06,55.4385
2021,11,14,9,429.16,20.78,11.05,8.18,3.44,51.9193
2021,11,14,10,545.22,24.86,9.66,7.45,4.21,49.6778
2021,11,14,11,615.09,28.3,7.67,6.53,4.46,47.7369
2021,11,14,12,654.05,29.83,7.3,6.35,3.92,45.7667
2021,11,14,13,569.66,30.56,7.3,6.35,3.46,45.6131
2021,11,14,14,435.21,30.87,7.35,6.41,3.15,46.29
2021,11,14,15,259.56,30.38,7.87,6.65,2.8,49.1712
2021,11,14,16,93.94,28.01,12.69,9.28,1.91,44.0905
2021,11,14,17,6.54,24.91,11.13,8.3,2.15,37.6535
2021,11,14,18,0,23.48,9.62,7.45,2.28,49.9413
2021,11,14,19,0,22.23,9.36,7.32,2.42,51.9073
2021,11,14,20,0,20.94,9.3,7.32,2.58,45.2592
2021,11,14,21,0,19.69,9.23,7.26,2.75,43.6436
2021,11,14,22,0,18.65,9.17,7.2,2.88,35.9459
2021,11,14,23,0,17.76,9.17,7.2,2.95,36.0998
2021,11,15,0,0,17,9.19,7.2,2.96,34.1954
2021,11,15,1,0,16.36,9.28,7.26,2.95,30.4792
2021,11,15,2,0,15.82,9.48,7.39,3.03,31.2577
2021,11,15,3,0,15.4,9.71,7.51,3.32,30.7848
2021,11,15,4,0,14.98,9.84,7.57,3.67,31.217
2021,11,15,5,0,14.48,9.87,7.57,3.74,34.5876
2021,11,15,6,11.53,14.06,9.77,7.51,3.75,45.6145
2021,11,15,7,106.04,14.95,9.67,7.45,4.59,54.7037
2021,11,15,8,263.91,16.95,9.69,7.45,3.83,48.2211
2021,11,15,9,439.11,20.19,10.15,7.69,2.8,46.9141
2021,11,15,10,560.52,25.03,9.48,7.39,3.01,49.6521
2021,11,15,11,636.48,28.38,7.91,6.65,3.56,42.7948
2021,11,15,12,652.84,29.76,7.37,6.41,3.54,47.985
2021,11,15,13,577.33,30.44,7.06,6.29,3.5,57.24
2021,11,15,14,433.12,30.63,6.9,6.23,3.65,49.7785
2021,11,15,15,266.66,30.01,7.4,6.47,3.6,52.0336
2021,11,15,16,97.77,27.18,11.53,8.54,2.52,61.7716
2021,11,15,17,6.81,23.19,10.68,8,3.01,59.4321
2021,11,15,18,0,21.4,9.68,7.51,3.33,67.4432
2021,11,15,19,0,20.41,9.5,7.39,3.47,60.8906
2021,11,15,20,0,19.58,9.57,7.39,3.59,56.9507
2021,11,15,21,0,18.87,9.78,7.51,3.81,52.2814
2021,11,15,22,0,18.26,9.92,7.57,4.06,45.2377
2021,11,15,23,0,17.7,9.86,7.57,4.25,44.7547
2021,11,16,0,0,17.21,9.65,7.45,4.46,41.9906
2021,11,16,1,0,16.69,9.4,7.32,4.64,38.9984
2021,11,16,2,0,16.14,9.15,7.2,4.94,37.484
2021,11,16,3,0,15.48,8.98,7.14,4.95,36.4687
2021,11,16,4,0,14.72,8.9,7.08,4.81,37.5952
2021,11,16,5,0,14.07,8.87,7.08,4.89,44.8977
2021,11,16,6,12.5,13.48,8.8,7.02,4.96,48.3398
2021,11,16,7,117.91,14.17,8.83,7.02,5.49,63.4317
2021,11,16,8,280.71,16.73,9.1,7.14,4.78,62.2877
2021,11,16,9,448.04,20.94,8.99,7.14,4.94,59.7548
2021,11,16,10,592,25.09,8.4,6.84,5.74,60.2804
2021,11,16,11,633.34,28.48,9.05,7.2,5.47,60.1108
2021,11,16,12,655.5,30.19,10.37,7.93,4.56,61.9835
2021,11,16,13,571.8,31.05,10.86,8.24,3.94,64.153
2021,11,16,14,440.43,31.14,11.01,8.3,3.59,65.9189
2021,11,16,15,265.97,30.52,11.37,8.54,3.3,58.743
2021,11,16,16,97.77,28.25,14.15,10.25,2.29,59.6353
2021,11,16,17,6.77,24.21,13.45,9.7,2.88,74.1791
2021,11,16,18,0,22.51,12.26,8.97,3.29,74.092
2021,11,16,19,0,21.78,11.8,8.67,3.49,71.6522
2021,11,16,20,0,21.19,11.48,8.48,3.85,57.2927
2021,11,16,21,0,20.56,11.08,8.3,4.31,52.4429
2021,11,16,22,0,19.8,10.59,8.06,4.57,44.7499
2021,11,16,23,0,19.01,10.07,7.75,4.63,43.6922
2021,11,17,0,0,18.28,9.65,7.57,4.55,45.7348
2021,11,17,1,0,17.69,9.43,7.45,4.44,30.3435
2021,11,17,2,0,17.25,9.36,7.39,4.4,31.3258
2021,11,17,3,0,16.88,9.37,7.39,4.36,37.7683
2021,11,17,4,0,16.58,9.45,7.39,4.28,37.6034
2021,11,17,5,0,16.36,9.51,7.39,4.26,40.0643
2021,11,17,6,10.23,16.27,9.6,7.45,4.34,49.6906
2021,11,17,7,75.91,17.01,9.76,7.51,4.75,59.6682
2021,11,17,8,193.08,19.08,10.16,7.69,4.47,61.473
2021,11,17,9,309.82,22.34,10.27,7.81,4.5,64.7061
2021,11,17,10,424.46,25.51,10.83,8.06,4.88,64.1138
2021,11,17,11,456.16,28.55,13.3,9.52,4.89,57.9701
2021,11,17,12,436.06,30.08,15.26,10.8,4.22,66.4116
2021,11,17,13,331.23,30.72,16.26,11.54,3.77,49.9624
2021,11,17,14,252.3,30.6,16.85,11.96,3.53,48.3172
2021,11,17,15,164.96,30.06,17.34,12.39,3.43,69.6719
2021,11,17,16,59.7,28.71,18.4,13.24,2.55,0
2021,11,17,17,5.64,26.23,18.24,13.06,2.43,0
2021,11,17,18,0,25.24,17.83,12.76,2.68,0
2021,11,17,19,0,24.8,17.75,12.63,2.97,66.3709
2021,11,17,20,0,24.36,17.67,12.57,3.52,56.3555
2021,11,17,21,0,23.94,17.38,12.33,4.31,59.4486
2021,11,17,22,0,23.45,16.78,11.9,4.86,50.0339
2021,11,17,23,0,22.81,16.11,11.41,4.64,34.1922
2021,11,18,0,0,22.25,15.56,11.05,4.39,41.2356
2021,11,18,1,0,21.79,15.23,10.8,4.11,39.7649
2021,11,18,2,0,21.42,14.94,10.62,4,29.3328
2021,11,18,3,0,21.08,14.67,10.44,4.08,25.4037
2021,11,18,4,0,20.89,14.58,10.38,4.2,36.1945
2021,11,18,5,0,20.55,14.48,10.25,4.18,39.2369
2021,11,18,6,9.12,20.18,14.43,10.25,4.11,44.8066
2021,11,18,7,47.38,20.37,14.44,10.25,4.25,54.0529
2021,11,18,8,123.95,21.84,14.84,10.5,4.25,50.4389
2021,11,18,9,231.32,24.16,15.51,10.99,4.39,53.1027
2021,11,18,10,166.47,26.62,16.62,11.78,4.05,58.7753
2021,11,18,11,247.28,28.83,18.26,13.12,3.47,71.4725
2021,11,18,12,208.56,30.24,19.44,14.1,3.16,68.6213
2021,11,18,13,224.51,30.81,19.9,14.53,3.25,61.3183
2021,11,18,14,88.81,30.63,20.04,14.65,3.47,59.1069
2021,11,18,15,65.98,29.77,20.1,14.71,3.58,60.726
2021,11,18,16,17.97,28.42,20.39,15.01,3.41,61.2217
2021,11,18,17,5.76,26.2,20.62,15.2,2.96,59.82
2021,11,18,18,0,24.9,20.44,15.01,3.29,54.9991
2021,11,18,19,0,24.25,20.4,14.95,3.35,57.937
2021,11,18,20,0,23.69,20.34,14.89,3.41,48.8567
2021,11,18,21,0,23.07,20.26,14.83,3.35,48.5142
